Frequency (Hz),Fourier Amplitude (g-sec)
2.337646484,0.075329927
2.34375,0.074274176
2.349853516,0.074207581
2.355957031,0.07504541
2.362060547,0.07614785
2.368164063,0.076237697
2.374267578,0.073500528
2.380371094,0.066319643
2.386474609,0.054342808
2.392578125,0.039297466
2.398681641,0.02588216
2.404785156,0.022656504
2.410888672,0.029958324
2.416992188,0.039108371
2.423095703,0.047532505
2.429199219,0.056006405
2.435302734,0.065388257
2.44140625,0.075275528
2.447509766,0.084143921
2.453613281,0.090405959
2.459716797,0.09359225
2.465820313,0.094869033
2.471923828,0.096122833
2.478027344,0.097899656
2.484130859,0.098509492
2.490234375,0.095791427
2.496337891,0.089718755
2.502441406,0.083444298
2.508544922,0.081229253
2.514648438,0.083815507
2.520751953,0.087420135
2.526855469,0.088139071
2.532958984,0.085166559
2.5390625,0.080758334
2.545166016,0.078156322
2.551269531,0.078872061
2.557373047,0.082036928
2.563476563,0.086384598
2.569580078,0.091600472
2.575683594,0.097652859
2.581787109,0.103841321
2.587890625,0.109137936
2.593994141,0.113323008
2.600097656,0.117471514
2.606201172,0.123174448
2.612304688,0.13126701
2.618408203,0.141390451
2.624511719,0.152458284
2.630615234,0.162985368
2.63671875,0.171062124
2.642822266,0.174693128
2.648925781,0.172771352
2.655029297,0.166055478
2.661132813,0.157260808
2.667236328,0.149798097
2.673339844,0.145718557
2.679443359,0.144654166
2.685546875,0.144861489
2.691650391,0.144968994
2.697753906,0.144689688
2.703857422,0.144371311
2.709960938,0.144087287
2.716064453,0.143080836
2.722167969,0.140160166
2.728271484,0.134823304
2.734375,0.128027676
2.740478516,0.121533614
2.746582031,0.116066743
2.752685547,0.110487682
2.758789063,0.103521633
2.764892578,0.096167635
2.770996094,0.091746374
2.777099609,0.092681949
2.783203125,0.097848551
2.789306641,0.104677168
2.795410156,0.111953145
2.801513672,0.119270279
2.807617188,0.125357407
2.813720703,0.12834736
2.819824219,0.127653574
2.825927734,0.125051135
2.83203125,0.123439417
2.838134766,0.124056358
2.844238281,0.125307989
2.850341797,0.124771709
2.856445313,0.121775248
2.862548828,0.118096306
2.868652344,0.116446497
2.874755859,0.117746406
2.880859375,0.119894794
2.886962891,0.119673954
2.893066406,0.11566643
2.899169922,0.10965382
2.905273438,0.105325783
2.911376953,0.104435389
2.917480469,0.104420516
2.923583984,0.101190912
2.9296875,0.093294798
2.935791016,0.083371383
2.941894531,0.076397441
2.947998047,0.075117065
2.954101563,0.077238188
2.960205078,0.078950411
2.966308594,0.078889485
2.972412109,0.078556441
2.978515625,0.080611799
2.984619141,0.086225029
2.990722656,0.093695064
2.996826172,0.099996456
3.002929688,0.103206229
3.009033203,0.103543652
3.015136719,0.102509518
3.021240234,0.100965265
3.02734375,0.098343933
3.033447266,0.094110389
3.039550781,0.089422899
3.045654297,0.086420638
3.051757813,0.085605325
3.057861328,0.085268095
3.063964844,0.084257781
3.070068359,0.084007017
3.076171875,0.08700398
3.082275391,0.09367595
3.088378906,0.102166521
3.094482422,0.110541982
3.100585938,0.117592741
3.106689453,0.122181464
3.112792969,0.123158844
3.118896484,0.120222628
3.125,0.114375246
3.131103516,0.107013367
3.137207031,0.098523971
3.143310547,0.088345741
3.149414063,0.076735534
3.155517578,0.066047077
3.161621094,0.059264497
3.167724609,0.056342042
3.173828125,0.053921105
3.179931641,0.049393551
3.186035156,0.043029571
3.192138672,0.037152165
3.198242188,0.034470665
3.204345703,0.036368475
3.210449219,0.041789645
3.216552734,0.048060061
3.22265625,0.052668175
3.228759766,0.054611297
3.234863281,0.054890008
3.240966797,0.055595087
3.247070313,0.057836494
3.253173828,0.060805016
3.259277344,0.063096728
3.265380859,0.06398854
3.271484375,0.063272368
3.277587891,0.060607809
3.283691406,0.055563425
3.289794922,0.048414152
3.295898438,0.041100052
3.302001953,0.037561978
3.308105469,0.040904518
3.314208984,0.049119372
3.3203125,0.058005569
3.326416016,0.064900638
3.332519531,0.069012259
3.338623047,0.070726277
3.344726563,0.070549834
3.350830078,0.068332507
3.356933594,0.063711465
3.363037109,0.057616419
3.369140625,0.053227259
3.375244141,0.053835939
3.381347656,0.05846909
3.387451172,0.062987926
3.393554688,0.064798408
3.399658203,0.064345841
3.405761719,0.063607501
3.411865234,0.06346869
3.41796875,0.062754121
3.424072266,0.060023902
3.430175781,0.055536452
3.436279297,0.051271459
3.442382813,0.048998563
3.448486328,0.048320165
3.454589844,0.047388669
3.460693359,0.044981044
3.466796875,0.041147057
3.472900391,0.036588335
3.479003906,0.032009498
3.485107422,0.028036303
3.491210938,0.025292126
3.497314453,0.023996758
3.503417969,0.023696463
3.509521484,0.024001566
3.515625,0.025153388
3.521728516,0.02720123
3.527832031,0.029050983
3.533935547,0.02898298
3.540039063,0.025823141
3.546142578,0.019808425
3.552246094,0.013861072
3.558349609,0.015051375
3.564453125,0.022806672
3.570556641,0.030654363
3.576660156,0.035818294
3.582763672,0.037546637
3.588867188,0.036430441
3.594970703,0.03431236
3.601074219,0.033758578
3.607177734,0.0363151
3.61328125,0.04128179
3.619384766,0.047161208
3.625488281,0.053066106
3.631591797,0.058388015
3.637695313,0.062009345
3.643798828,0.062444219
3.649902344,0.059104639
3.656005859,0.053880451
3.662109375,0.051356898
3.668212891,0.054684671
3.674316406,0.061046355
3.680419922,0.065752811
3.686523438,0.067427718
3.692626953,0.068373285
3.698730469,0.071255389
3.704833984,0.07529673
3.7109375,0.077191058
3.717041016,0.075005313
3.723144531,0.070126351
3.729248047,0.066270643
3.735351563,0.06641875
3.741455078,0.070744328
3.747558594,0.078077117
3.753662109,0.087293475
3.759765625,0.096608187
3.765869141,0.103401652
3.771972656,0.105442978
3.778076172,0.102001133
3.784179688,0.093869873
3.790283203,0.082642005
3.796386719,0.07025014
3.802490234,0.059391612
3.80859375,0.053715715
3.814697266,0.055094942
3.820800781,0.06089393
3.826904297,0.067327664
3.833007813,0.072713798
3.839111328,0.076857105
3.845214844,0.079368682
3.851318359,0.079164575
3.857421875,0.075340986
3.863525391,0.068146681
3.869628906,0.059127992
3.875732422,0.050522492
3.881835938,0.044351576
3.887939453,0.041436313
3.894042969,0.040792159
3.900146484,0.040380357
3.90625,0.038792126
3.912353516,0.036494307
3.918457031,0.035757038
3.924560547,0.038260124
3.930664063,0.042654291
3.936767578,0.046242592
3.942871094,0.047566573
3.948974609,0.047082594
3.955078125,0.046618235
3.961181641,0.047948884
3.967285156,0.051210975
3.973388672,0.054972431
3.979492188,0.05781593
3.985595703,0.059466464
3.991699219,0.060622162
3.997802734,0.061794192
4.00390625,0.062457024
4.010009766,0.061744455
4.016113281,0.059956103
4.022216797,0.059003374
4.028320313,0.06070653
4.034423828,0.064580856
4.040527344,0.068391554
4.046630859,0.070306506
4.052734375,0.069660066
4.058837891,0.066443952
4.064941406,0.060920372
4.071044922,0.053904349
4.077148438,0.046948191
4.083251953,0.041434298
4.089355469,0.037444702
4.095458984,0.034915513
4.1015625,0.035640807
4.107666016,0.040762247
4.113769531,0.047329121
4.119873047,0.051461701
4.125976563,0.052139163
4.132080078,0.051649976
4.138183594,0.05263717
4.144287109,0.054477505
4.150390625,0.054988141
4.156494141,0.054992569
4.162597656,0.05831931
4.168701172,0.065750658
4.174804688,0.072945392
4.180908203,0.076247105
4.187011719,0.076771189
4.193115234,0.078908775
4.19921875,0.084200454
4.205322266,0.088634722
4.211425781,0.08776753
4.217529297,0.081661951
4.223632813,0.075314625
4.229736328,0.074010167
4.235839844,0.076842707
4.241943359,0.078567014
4.248046875,0.076174733
4.254150391,0.070863696
4.260253906,0.066581953
4.266357422,0.06719868
4.272460938,0.07336928
4.278564453,0.082285659
4.284667969,0.090406918
4.290771484,0.09570561
4.296875,0.098361436
4.302978516,0.099764316
4.309082031,0.100346132
4.315185547,0.098606418
4.321289063,0.092758586
4.327392578,0.083031761
4.333496094,0.072185923
4.339599609,0.063515064
4.345703125,0.057803272
4.351806641,0.053181656
4.357910156,0.048114007
4.364013672,0.042642283
4.370117188,0.037255077
4.376220703,0.032917458
4.382324219,0.032985048
4.388427734,0.040349623
4.39453125,0.051948741
4.400634766,0.063128893
4.406738281,0.071748436
4.412841797,0.078062289
4.418945313,0.082952707
4.425048828,0.086338057
4.431152344,0.087463337
4.437255859,0.086460123
4.443359375,0.085003105
4.449462891,0.085052036
4.455566406,0.08704644
4.461669922,0.089940861
4.467773438,0.092692309
4.473876953,0.094860758
4.479980469,0.096044254
4.486083984,0.095569295
4.4921875,0.093076287
4.498291016,0.089240371
4.504394531,0.085679067
4.510498047,0.083847977
4.516601563,0.083788876
4.522705078,0.084137745
4.528808594,0.083504747
4.534912109,0.081872366
4.541015625,0.080796859
4.547119141,0.081868176
4.553222656,0.084662825
4.559326172,0.087022926
4.565429688,0.08746152
4.571533203,0.086593415
4.577636719,0.086061777
4.583740234,0.086268154
4.58984375,0.086123496
4.595947266,0.085408151
4.602050781,0.086169064
4.608154297,0.09049753
4.614257813,0.097426272
4.620361328,0.104055285
4.626464844,0.108882417
4.632568359,0.112474319
4.638671875,0.115361478
4.644775391,0.116591044
4.650878906,0.1153333
4.656982422,0.11335953
4.663085938,0.114303253
4.669189453,0.119108079
4.675292969,0.123966045
4.681396484,0.124415678
4.6875,0.119713256
4.693603516,0.113088396
4.699707031,0.108098915
4.705810547,0.104706277
4.711914063,0.100366994
4.718017578,0.09448473
4.724121094,0.089863318
4.730224609,0.089329219
4.736328125,0.092031974
4.742431641,0.095165256
4.748535156,0.097558908
4.754638672,0.099663139
4.760742188,0.101383964
4.766845703,0.101580773
4.772949219,0.099687278
4.779052734,0.096705549
4.78515625,0.094048294
4.791259766,0.091813136
4.797363281,0.089019103
4.803466797,0.085299317
4.809570313,0.081371026
4.815673828,0.07773684
4.821777344,0.073834439
4.827880859,0.069168197
4.833984375,0.064669109
4.840087891,0.061864176
4.846191406,0.06050105
4.852294922,0.058342243
4.858398438,0.053685479
4.864501953,0.047088224
4.870605469,0.040746581
4.876708984,0.036206388
4.8828125,0.032798945
4.888916016,0.029168658
4.895019531,0.025401943
4.901123047,0.022735885
4.907226563,0.021637242
4.913330078,0.021453882
4.919433594,0.022232865
4.925537109,0.024804142
4.931640625,0.028718934
4.937744141,0.031996067
4.943847656,0.032691269
4.949951172,0.029883882
4.956054688,0.024070451
4.962158203,0.017872225
4.968261719,0.016899332
4.974365234,0.022428937
4.98046875,0.028636252
4.986572266,0.031860386
4.992675781,0.03117018
4.998779297,0.027927833
5.004882813,0.026028684
5.010986328,0.029488043
5.017089844,0.037037842
5.023193359,0.044597554
5.029296875,0.049395523
5.035400391,0.050405869
5.041503906,0.048145366
5.047607422,0.044343406
5.053710938,0.040946833
5.059814453,0.03846515
5.065917969,0.035477839
5.072021484,0.030483025
5.078125,0.024360537
5.084228516,0.02205631
5.090332031,0.027398031
5.096435547,0.035746866
5.102539063,0.042346666
5.108642578,0.045690542
5.114746094,0.04645612
5.120849609,0.046419006
5.126953125,0.04745007
5.133056641,0.050880625
5.139160156,0.057169215
5.145263672,0.065605993
5.151367188,0.074479038
5.157470703,0.081892036
5.163574219,0.086597147
5.169677734,0.088257814
5.17578125,0.087112087
5.181884766,0.083527986
5.187988281,0.078003674
5.194091797,0.071517076
5.200195313,0.065410586
5.206298828,0.060318233
5.212402344,0.055282026
5.218505859,0.048745699
5.224609375,0.040768517
5.230712891,0.034554124
5.236816406,0.034598735
5.242919922,0.040003579
5.249023438,0.045696948
5.255126953,0.048705708
5.261230469,0.048948527
5.267333984,0.048101833
5.2734375,0.048200084
5.279541016,0.05013708
5.285644531,0.05312509
5.291748047,0.055706363
5.297851563,0.05707942
5.303955078,0.057563126
5.310058594,0.057896819
5.316162109,0.057933375
5.322265625,0.056267937
5.328369141,0.051435544
5.334472656,0.043437208
5.340576172,0.034471044
5.346679688,0.028322202
5.352783203,0.027004819
5.358886719,0.028023452
5.364990234,0.028788811
5.37109375,0.029480166
5.377197266,0.031108287
5.383300781,0.033422977
5.389404297,0.035607553
5.395507813,0.037901211
5.401611328,0.041343639
5.407714844,0.046030463
5.413818359,0.050547576
5.419921875,0.053259026
5.426025391,0.053533043
5.432128906,0.051978341
5.438232422,0.049880599
5.444335938,0.048247283
5.450439453,0.047117851
5.456542969,0.045755705
5.462646484,0.043506357
5.46875,0.040592105
5.474853516,0.038307738
5.480957031,0.038066052
5.487060547,0.039653584
5.493164063,0.041126903
5.499267578,0.04058692
5.505371094,0.037423407
5.511474609,0.032412983
5.517578125,0.027184132
5.523681641,0.023479815
5.529785156,0.022469901
5.535888672,0.024156683
5.541992188,0.02728224
5.548095703,0.030065434
5.554199219,0.031133991
5.560302734,0.030206251
5.56640625,0.028323674
5.572509766,0.027209674
5.578613281,0.027618413
5.584716797,0.028515506
5.590820313,0.028411883
5.596923828,0.026677544
5.603027344,0.023783562
5.609130859,0.021132561
5.615234375,0.020514273
5.621337891,0.022540878
5.627441406,0.025961017
5.633544922,0.029337336
5.639648438,0.032255431
5.645751953,0.03524665
5.651855469,0.038953725
5.657958984,0.043267478
5.6640625,0.047355899
5.670166016,0.050405218
5.676269531,0.052224103
5.682373047,0.053357031
5.688476563,0.054728674
5.694580078,0.05696008
5.700683594,0.059798663
5.706787109,0.062214159
5.712890625,0.063101552
5.718994141,0.062007398
5.725097656,0.059423405
5.731201172,0.056479644
5.737304688,0.05419589
5.743408203,0.052919483
5.749511719,0.052520691
5.755615234,0.052912416
5.76171875,0.054056805
5.767822266,0.055554664
5.773925781,0.056547674
5.780029297,0.056083118
5.786132813,0.053491738
5.792236328,0.048552317
5.798339844,0.041566539
5.804443359,0.033431647
5.810546875,0.025597751
5.816650391,0.019770671
5.822753906,0.017441684
5.828857422,0.019393741
5.834960938,0.025139163
5.841064453,0.032981706
5.847167969,0.040823832
5.853271484,0.047038597
5.859375,0.051077732
5.865478516,0.053436295
5.871582031,0.054831256
5.877685547,0.055248615
5.883789063,0.053908723
5.889892578,0.050131657
5.895996094,0.044058291
5.902099609,0.036586455
5.908203125,0.028702463
5.914306641,0.020869925
5.920410156,0.013116012
5.926513672,0.0057971
5.932617188,0.003189635
5.938720703,0.00749037
5.944824219,0.010535941
5.950927734,0.012071389
5.95703125,0.01302433
5.963134766,0.013868803
5.969238281,0.014142981
5.975341797,0.013517423
5.981445313,0.013017416
5.987548828,0.014504126
5.993652344,0.017802226
5.999755859,0.020818573
6.005859375,0.021920201
6.011962891,0.02062355
6.018066406,0.017443405
6.024169922,0.013515278
6.030273438,0.010182095
6.036376953,0.008657589
6.042480469,0.009333781
6.048583984,0.01132351
6.0546875,0.013458058
6.060791016,0.014887327
6.066894531,0.015175969
6.072998047,0.014317833
6.079101563,0.012550134
6.085205078,0.010040197
6.091308594,0.006895835
6.097412109,0.004709379
6.103515625,0.007873851
6.109619141,0.013739159
6.115722656,0.01930426
6.121826172,0.023142811
6.127929688,0.024640608
6.134033203,0.02413907
6.140136719,0.022788438
6.146240234,0.021726542
6.15234375,0.021058381
6.158447266,0.020064501
6.164550781,0.018438772
6.170654297,0.016816818
6.176757813,0.015947971
6.182861328,0.015515316
6.188964844,0.01459912
6.195068359,0.01312797
6.201171875,0.012356665
6.207275391,0.013482148
6.213378906,0.015820699
6.219482422,0.01805507
6.225585938,0.019712633
6.231689453,0.021190367
6.237792969,0.023339546
6.243896484,0.026874943
6.25,0.031878736
6.256103516,0.037868376
6.262207031,0.044202448
6.268310547,0.050259529
6.274414063,0.055314408
6.280517578,0.058488418
6.286621094,0.05911758
6.292724609,0.057415318
6.298828125,0.054817066
6.304931641,0.053205875
6.311035156,0.053114016
6.317138672,0.053108703
6.323242188,0.051512583
6.329345703,0.048140565
6.335449219,0.044318757
6.341552734,0.0414423
6.34765625,0.03969476
6.353759766,0.038710214
6.359863281,0.038855428
6.365966797,0.040555857
6.372070313,0.042808331
6.378173828,0.043877916
6.384277344,0.04330844
6.390380859,0.042724941
6.396484375,0.044358994
6.402587891,0.048464567
6.408691406,0.053405256
6.414794922,0.057872798
6.420898438,0.061568407
6.427001953,0.064316568
6.433105469,0.065484114
6.439208984,0.064596723
6.4453125,0.062305221
6.451416016,0.060347368
6.457519531,0.060050686
6.463623047,0.060911097
6.469726563,0.061310464
6.475830078,0.060297938
6.481933594,0.058235976
6.488037109,0.056085831
6.494140625,0.054349057
6.500244141,0.052772359
6.506347656,0.050901413
6.512451172,0.048571681
6.518554688,0.045866178
6.524658203,0.04288124
6.530761719,0.039666612
6.536865234,0.036286847
6.54296875,0.032825062
6.549072266,0.029378695
6.555175781,0.026150312
6.561279297,0.023459649
6.567382813,0.021428086
6.573486328,0.019631882
6.579589844,0.01736271
6.585693359,0.014321373
6.591796875,0.011087335
6.597900391,0.009074842
6.604003906,0.009137675
6.610107422,0.010044893
6.616210938,0.010422192
6.622314453,0.00994842
6.628417969,0.008888053
6.634521484,0.007519973
6.640625,0.005933985
6.646728516,0.004648741
6.652832031,0.005633652
6.658935547,0.009117292
6.665039063,0.013246646
6.671142578,0.016692384
6.677246094,0.018621014
6.683349609,0.018840543
6.689453125,0.018102335
6.695556641,0.018053568
6.701660156,0.0199904
6.707763672,0.023495481
6.713867188,0.027491978
6.719970703,0.031632299
6.726074219,0.036177825
6.732177734,0.041089452
6.73828125,0.045518676
6.744384766,0.04822138
6.750488281,0.048353163
6.756591797,0.046019399
6.762695313,0.042334005
6.768798828,0.038873833
6.774902344,0.036602438
6.781005859,0.035150869
6.787109375,0.033495428
6.793212891,0.031266278
6.799316406,0.02931507
6.805419922,0.029044008
6.811523438,0.030793913
6.817626953,0.03334222
6.823730469,0.035219125
6.829833984,0.035693833
6.8359375,0.034749197
6.842041016,0.032657455
6.848144531,0.029709509
6.854248047,0.026352958
6.860351563,0.023471346
6.866455078,0.022085661
6.872558594,0.022313373
6.878662109,0.023258208
6.884765625,0.024333526
6.890869141,0.025877452
6.896972656,0.02835303
6.903076172,0.031454954
6.909179688,0.034416935
6.915283203,0.036818686
6.921386719,0.038769898
6.927490234,0.040490071
6.93359375,0.041950011
6.939697266,0.042974083
6.945800781,0.043485581
6.951904297,0.043490895
6.958007813,0.042961303
6.964111328,0.041975418
6.970214844,0.040979753
6.976318359,0.040611498
6.982421875,0.041033306
6.988525391,0.041678159
6.994628906,0.041889236
7.000732422,0.041595875
7.006835938,0.04123703
7.012939453,0.041152397
7.019042969,0.041230891
7.025146484,0.041144372
7.03125,0.040658089
7.037353516,0.039656275
7.043457031,0.038158542
7.049560547,0.036532524
7.055664063,0.035517543
7.061767578,0.035631656
7.067871094,0.036543812
7.073974609,0.037434475
7.080078125,0.037854619
7.086181641,0.037926944
