Frequency (Hz),Fourier Amplitude (g-sec)
6.488037109,0.01201916
6.494140625,0.011646635
6.500244141,0.011308841
6.506347656,0.010908378
6.512451172,0.010409928
6.518554688,0.009831207
6.524658203,0.009192776
6.530761719,0.008505206
6.536865234,0.007782239
6.54296875,0.007041604
6.549072266,0.006304118
6.555175781,0.005613185
6.561279297,0.005037436
6.567382813,0.004603006
6.573486328,0.004218954
6.579589844,0.003733014
6.585693359,0.003080635
6.591796875,0.002386219
6.597900391,0.001954177
6.604003906,0.001968865
6.610107422,0.002165682
6.616210938,0.00224849
6.622314453,0.002147742
6.628417969,0.001920188
6.634521484,0.001625831
6.640625,0.001283927
6.646728516,0.001006646
6.652832031,0.001220931
6.658935547,0.001977602
6.665039063,0.002875828
6.671142578,0.003627195
6.677246094,0.004050074
6.683349609,0.00410177
6.689453125,0.003944953
6.695556641,0.003938315
6.701660156,0.004365355
6.707763672,0.005136216
6.713867188,0.006016389
6.719970703,0.00693013
6.726074219,0.007934934
6.732177734,0.009022578
6.73828125,0.010006871
6.744384766,0.010613665
6.750488281,0.010655556
6.756591797,0.010153733
6.762695313,0.009352238
6.768798828,0.008598693
6.774902344,0.008106647
6.781005859,0.007795256
6.787109375,0.007437887
6.793212891,0.006952105
6.799316406,0.006526993
6.805419922,0.006475399
6.811523438,0.006874927
6.817626953,0.007454113
6.823730469,0.007884663
6.829833984,0.008002124
6.8359375,0.007801329
6.842041016,0.007342123
6.848144531,0.006688887
6.854248047,0.00594169
6.860351563,0.005299608
6.866455078,0.004993946
6.872558594,0.005052759
6.878662109,0.00527438
6.884765625,0.00552629
6.890869141,0.005885521
6.896972656,0.006458008
6.903076172,0.007175044
6.909179688,0.007862207
6.915283203,0.008423205
6.921386719,0.008882603
6.927490234,0.009290308
6.93359375,0.009639372
6.939697266,0.00988911
6.945800781,0.010021398
6.951904297,0.010037189
6.958007813,0.009929328
6.964111328,0.009715469
6.970214844,0.009498649
6.976318359,0.009426758
6.982421875,0.009538225
6.988525391,0.009701835
6.994628906,0.009764689
7.000732422,0.00970986
7.006835938,0.009639458
7.012939453,0.009632931
7.019042969,0.009664503
7.025146484,0.009657302
7.03125,0.009555993
7.037353516,0.00933295
7.043457031,0.008992313
7.049560547,0.008620377
7.055664063,0.00839171
7.061767578,0.008429435
7.067871094,0.008656152
7.073974609,0.0088782
